Basketball Still Open,Borough,ClosureType,EditDate,GISpropNum,Handball Still Open,MPPA Still Open,OMPpropID,Red Sign Installed,Status,Tennis Still Open,accessibility,accessibilityLevel,location,name,point,rules,system,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
,X,Completely Locked,05/21/2020 11:09:52 AM,X147B,,,X147B,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Boone Av bet. W Farms Rd and Freeman St,Daniel Boone Playground,POINT (-73.88600572547502 40.82964814783355),Adults Allowed,X147B-CPA-0001,"10,937",34,5,43,25
,B,Completely Locked,05/21/2020 11:06:01 AM,B152,,,B152,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Ft. Hamilton Pkwy. bet. 52 St. and 53 St.,Rappaport Playground,POINT (-74.00111401126908 40.637167677209135),Adults Allowed,B152-CPA-0001,"17,621",2,2,7,39
,M,Completely Locked,05/21/2020 11:07:19 AM,M071,,,M071-34,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W 105-106 Sts, Riverside Dr",Tot Lot One Hundred Five,POINT (-73.97093738345184 40.80173411354255),Unknown,M071-CPA-0009,"12,421",20,4,19,15
,B,Completely Locked,05/21/2020 11:06:35 AM,B285,,,B285,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.",Harry Maze Playground,POINT (-73.92340188053244 40.64304998082743),Adults Allowed,B285-CPA-0001,"16,866",61,2,26,40
,Q,Completely Locked,05/21/2020 11:08:48 AM,Q326,,,Q326,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,40 Rd. bet. Prince St. and Main St.,Bland Playground,POINT (-73.83128764265511 40.75820068136691),Adults not allowed in some locations,Q326-CPA-0001,"13,832",22,3,3,67
,B,Completely Locked,05/21/2020 11:06:08 AM,B210J,,,B210J,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,3 Ave. bet. 47 St. and 46 St.,Pena Herrera Playground,POINT (-74.012165426207 40.64939329460278),Adults Allowed,B210J-CPA-0001,"18,180",9,2,7,45
,X,Completely Locked,05/21/2020 11:09:44 AM,X087,,,X087,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Britton St. bet. Olinville Ave. and Barker Ave.,Zimmerman Playground,POINT (-73.86873948234773 40.86615553574015),Adults Allowed,X087-CPA-0001,"11,605",59,5,22,32
,B,Completely Locked,05/21/2020 11:05:44 AM,B050,,,B050,,COVID-19 Closure,,false,Not Applicable,"Columbia St., Hicks St. bet. Congress St. and Atlantic Ave.",Van Voorhees Playground,POINT (-73.99933690756927 40.68977252409315),Adults Allowed,B050-CPA-0001,"16,865",14,2,27,48
,X,Not Lockable,05/21/2020 11:10:24 AM,X148H2,,,X148H2,,Active,,,,Prospect Ave. bet. N/B Cross Bronx Exwy. and Fairmount Pl.,Fairmount Playground,POINT (-73.88958619702956 40.84277947555324),,,"11,269",35,5,43,31
,B,Completely Locked,05/21/2020 11:06:52 AM,B345,,,B345,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Wortman Ave. between Vermont St. and New Jersey Ave.,Ethan Allen Playground,POINT (-73.88682379786808 40.65585629660202),Adults Allowed,B345-CPA-0001,"17,214",45,2,25,47
,M,Completely Locked,05/21/2020 11:07:11 AM,M037,,,M037-04,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 189 St &  Amsterdam Ave,Wallenberg Plgd,POINT (-73.92717173043279 40.852672931483994),Adults Allowed,M037-CPA-0002,"13,091",47,4,39,22
,B,Completely Locked,05/21/2020 11:06:56 AM,B366,,,B366,,COVID-19 Closure,,false,Not Applicable,New Jersey Ave. between Blake Ave. and Dumont Ave.,Duke Park,POINT (-73.89319536761441 40.666831592693555),Unknown,B366-CPA-0001,"17,214",45,2,25,47
true,Q,Partially Locked,05/21/2020 11:08:45 AM,Q307,true,true,Q307,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,121 Ave. bet. 235 St. and 237 St.,Delphin H. Greene Playground,POINT (-73.72908520897744 40.68440268739723),Adults Allowed,Q307-CPA-0001,"15,311",63,3,6,63
,B,Partially Locked,05/21/2020 11:05:51 AM,B079,,,B079,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Halsey St. bet. Howard Ave. and Saratoga Ave.,Saratoga Park,POINT (-73.91945241952247 40.68492754140526),Adults not allowed in some locations,B079-CPA-0001,"13,516",69,2,17,52
,B,Completely Locked,05/21/2020 11:06:13 AM,B223B,,,B223B,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Hicks St. bet. Woodhull St. and Rapelye St.,Dimattina Playground,POINT (-74.0019586865852 40.68067240893318),Adults Allowed,B223B-CPA-0001,"13,514",14,2,27,48
,R,Completely Locked,05/21/2020 11:09:17 AM,R026,,,R026,,COVID-19 Closure,,false,Not Applicable,Mill Rd. to Weed Ave. bet. Tysens La. and Isernia Ave.,Gerard P. Dugan Playground,POINT (-74.11141881136726 40.561870488543725),Adults Allowed,R026-CPA-0001,"10,693",15,1,14,76
,R,Completely Locked,05/21/2020 11:09:14 AM,R005,,,R005-01,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Clove Rd & Cheshire Pl,Clove Lakes Park Plgd,POINT (-74.10601678178902 40.618516259027594),Adults not allowed in some locations,R005-CPA-0001,"10,369",4,1,13,74
,Q,Partially Locked,05/21/2020 11:09:10 AM,Q437,true,true,Q437,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Murray St. bet. Barclay Ave. and Sanford Ave.,Murray Hill Playground,POINT (-73.81181034154777 40.761493321030855),Adults Allowed,Q437-CPA-0001,"14,190",22,3,3,67
,M,Partially Locked,05/21/2020 11:07:54 AM,M286,,,M286-01,,COVID-19 Closure,,false,Not Applicable,"York Ave, E 91 St, E 92 St",DeKovats Playground,POINT (-73.94413860589499 40.77943233524202),Adults not allowed in some locations,M286-CPA-0001,"10,099",23,4,1,11
,Q,Completely Locked,05/21/2020 11:08:38 AM,Q290,,,Q290,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Central Ave. bet. 70 St. and 71 St.,"""Uncle"" Vito F. Maranzano Glendale Playground",POINT (-73.88172968853043 40.70469379501874),Adults Allowed,Q290-CPA-0001,"15,310",54,3,34,62
,M,Completely Locked,05/21/2020 11:10:25 AM,M295,,,M295,,COVID-19 Closure,,,,Mercer St. bet. Houston St. and W. 4 St.,Mercer Playground,POINT (-73.99623838403843 40.72758662037959),,,"12,075",57,4,32,3
false,X,Not Lockable,05/21/2020 11:10:28 AM,X148A3,,,X148A3,,COVID-19 Closure,,,,,Bridge Playground,POINT (-73.92412118457847 40.84431258099142),,,"10,930",50,5,42,27
,M,Completely Locked,05/21/2020 11:07:26 AM,M098,,,M098-01,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Washington Sq N, Washington Sq E",Washington Square Park,POINT (-73.9966432313342 40.730768720507385),Adults not allowed in some locations,M098-CPA-0002,"11,724",57,4,32,3
,R,Completely Locked,05/21/2020 11:09:28 AM,R110,,,R110,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Hylan Blvd. bet. Joline Ave. and Sprague Ave.,Tottenville Pool,POINT (-74.23587801945042 40.50567017428926),Adults not allowed in some locations,R110-CPA-0001,"10,694",15,1,9,77
,Q,Partially Locked,05/21/2020 11:08:52 AM,Q344,,,Q344,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Jewel Ave., 71 Ave. bet. 163 St. and 164 St.",Emerald Playground,POINT (-73.80600851773762 40.730732919560374),Adults Allowed,Q344-CPA-0001,"14,507",25,3,24,65
,X,Completely Locked,05/21/2020 11:10:16 AM,X334,,,X334,,COVID-19 Closure,,false,Not Applicable,"Mohegan Ave., Crotona Pkwy., E. 179 St.",Mohegan Triangle,POINT (-73.88477065669697 40.84424426631618),Adults not allowed in some locations,X334-CPA-0001,"11,269",35,5,43,31
,M,Partially Locked,05/21/2020 04:43:40 PM,M017,,true,M017,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Jackson St, Cherry St, FDR Drive",Corlears Hook Park,POINT (-73.97940199593296 40.71142093345),Adults Allowed,M017-CPA-0001,"11,723",70,4,50,4
,B,Completely Locked,05/21/2020 11:10:34 AM,B169,,,B169,true,COVID-19 Closure,,,,,Beach at B 6 St,POINT (-73.96097181236343 40.574897171203865),,,"18,184",21,2,45,35
,M,Completely Locked,05/21/2020 11:07:52 AM,M270,,,M270,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Szold Pl., E. 10 St., Ave. D",Dry Dock Playground,POINT (-73.97540213966661 40.725601422821526),Adults Allowed,M270-CPA-0001,"11,729",70,4,50,5
,X,Completely Locked,05/21/2020 11:09:44 AM,X092,,,X092-05,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"VC Park South, Gouverneur Ave",Van Cortlandt Classic Plgd,POINT (-73.89038886968163 40.885210581173624),Adults Allowed,X092-CPA-0001,"11,605",27,5,40,33
,M,Completely Locked,05/21/2020 11:07:09 AM,M028,,,M028-02,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W 162 St, E/o Riverside Dr",Lily Brown Playground,POINT (-73.94613870402596 40.83886143076844),Adults Allowed,M028-CPA-0001,"13,090",47,4,23,21
,B,Completely Locked,05/21/2020 11:06:50 AM,B342,,,B342,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Glenwood Rd. between E. 100 St. and E. 101 St.,100% Playground,POINT (-73.89938091179671 40.64681791074553),Adults Allowed,B342-CPA-0001,"13,827",5,2,8,42
,Q,Completely Locked,05/21/2020 11:08:56 AM,Q360E,,,Q360E,,COVID-19 Closure,,false,Not Applicable,"55 Dr., 64 St., Hull Ave.",Hull Triangle,POINT (-73.90147376457578 40.72541920402693),Adults Allowed,Q360E-CPA-0001,"14,788",54,3,34,62
,Q,Completely Locked,05/21/2020 11:08:17 AM,Q096E,,,Q096E,,COVID-19 Closure,,false,Not Applicable,N. Conduit Ave. bet. Lefferts Blvd. and 122 St.,Lefferts Playground,POINT (-73.821304148219 40.665473306226495),Unknown,Q096E-CPA-0001,"24,016",62,3,46,64
,X,Completely Locked,05/21/2020 11:10:02 AM,X178,,,X178,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Mathews Ave. bet. Morris Park Ave. and Rhinelander Ave.,Matthews Muliner Playground,POINT (-73.86156191742903 40.847022155975885),Adults Allowed,X178-CPA-0001,"11,271",59,5,12,32
,M,Completely Locked,05/21/2020 11:07:46 AM,M235,,,M235,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"E. Broadway, Henry St., Gouverneur St.",Sol Lain Plgd,POINT (-73.98413844911565 40.71412703257847),Adults not allowed in some locations,M235-CPA-0001,"11,723",70,4,32,4
true,M,Partially Locked,05/21/2020 11:07:36 AM,M186,true,,M186,,COVID-19 Closure,,false,Not Applicable,"W. 145 St. to W. 143 St., Lenox Ave., and Harlem River",Col. Young Playground,POINT (-73.93641694511166 40.81941291766271),Adults Allowed,M186-CPA-0001,"13,097",18,4,36,20
,B,Completely Locked,05/21/2020 11:06:30 AM,B269,,,B269,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.,Jesse Owens Playground,POINT (-73.93213627502202 40.6918290566779),Unknown,B269-CPA-0001,"18,181",69,2,49,52
,B,Completely Locked,05/21/2020 11:06:05 AM,B166B,,,B166B,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Belt Pkwy., Williams Court  bet. E. 12 St. and Homecrest Ave",Homecrest Playground,POINT (-73.95754081736746 40.58648701553224),Adults Allowed,B166B-CPA-0001,"13,826",32,2,15,36
,M,Completely Locked,05/21/2020 11:07:13 AM,M042,,,M042-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Payson & Dyckman Sts,Payson Plgd,POINT (-73.92871138133974 40.86717442535105),Adults Allowed,M042-CPA-0001,"13,092",47,4,39,22
,M,Completely Locked,05/21/2020 11:07:03 AM,M010,,,M010-089,,COVID-19 Closure,,false,Not Applicable,68 St & Central Park West (W),Adventure Playground,POINT (-73.97752128283793 40.77327447038719),Unknown,M010-CPA-0004,,19,4,19,13
,B,Completely Locked,05/21/2020 11:06:44 AM,B316,,,B316,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Ave. F bet. McDonald Ave. and E. 2 St.,DiGilio Playground,POINT (-73.977267648536 40.632912293151854),Unknown,B316-CPA-0001,"17,620",60,2,18,43
,B,Completely Locked,05/21/2020 11:10:21 AM,B346,,,B346,,COVID-19 Closure,,,,Manhattan Ave. and Leonard St.,Ericsson Playground,POINT (-73.94843405310336 40.72052284563283),,,"18,182",36,2,38,57
,Q,Completely Locked,05/21/2020 11:09:04 AM,Q398,,,Q398,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Woodbine St., Madison St. bet. Woodward Ave. and Fairview Ave.",Rosemary's Playground,POINT (-73.90422986323608 40.704352162266346),Adults Allowed,Q398-CPA-0001,"15,310",54,3,34,62
,B,Completely Locked,05/21/2020 01:10:13 PM,B145,true,,B145,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Nevins St., 3 Ave., bet. De Graw St. and Douglas St.",Thomas Greene Playground,POINT (-73.98477659063772 40.680216518338575),Adults not allowed in some locations,B145-CPA-0001,"17,619",14,2,38,50
,Q,Completely Locked,05/21/2020 11:08:59 AM,Q370,,,Q370,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Vleigh Pl., Main St. bet. 73 Ter. and 76 Ave.",Freedom Square Playground,POINT (-73.82023746915814 40.72317338225227),Adults not allowed in some locations,Q370-CPA-0001,"14,509",25,3,24,65
false,X,Partially Locked,05/21/2020 11:09:41 AM,X041,false,false,X041,,COVID-19 Closure,false,false,Not Applicable,Bruckner Blvd. bet. Willis Ave. and Brown Pl.,Pulaski Park,POINT (-73.92395816736641 40.80500512520375),Adults Allowed,X041-CPA-0001,"10,932",49,5,35,23
,B,Completely Locked,05/21/2020 11:05:56 AM,B125,,,B125-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Bay 46 & Cropsey Ave,Calvert Vaux Park Playground,POINT (-73.99063163599682 40.587878229135235),Unknown,B125-CPA-0001,"17,616",21,2,44,35
,Q,Not Lockable,05/21/2020 11:08:00 AM,Q005,,,Q005-12,,COVID-19 Closure,,false,Not Applicable,150th St & Rockaway Blvd,Rockaway Blvd Playground,POINT (-73.78770861906663 40.672634712833506),Unknown,Q005-CPA-0005,"24,669",41,3,46,71
,Q,Not Lockable,05/21/2020 11:08:31 AM,Q134,,,Q134,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,240 St. bet. Braddock Ave. and Fairbury Ave.,Breininger Park,POINT (-73.72901207063231 40.726342737695056),Unknown,Q134-CPA-0001,"24,335",63,3,16,63
false,X,Partially Locked,05/21/2020 11:09:52 AM,X136,false,false,X136-01,,COVID-19 Closure,false,false,Not Applicable,Bedford Pk Blvd W And Paul Ave,Harris Playground,POINT (-73.89229182740533 40.87507751176841),Adults Allowed,X136-CPA-0001,"11,606",24,5,40,34
,B,Completely Locked,05/21/2020 11:06:37 AM,B301,,,B301,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Greene Ave. bet. Waverly Ave. and Washington Ave.,Greene Playground,POINT (-73.96576227442777 40.686363214467626),Adults Allowed,B301-CPA-0001,"13,829",68,2,48,55
,B,Completely Locked,05/21/2020 11:06:07 AM,B209,,,B209,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Bedford Ave., Gravesend Neck Rd., Ave. V, E. 24 St.",Galapo Playground,POINT (-73.94676716908707 40.59797611736224),Adults Allowed,B209-CPA-0001,"13,512",32,2,15,36
,Q,Completely Locked,05/21/2020 11:08:23 AM,Q104,,,Q104-01,,COVID-19 Closure,,false,Not Applicable,"Vernon Blvd, 40 & 41 Aves",Vernon Playground,POINT (-73.94696057990416 40.75708598666196),Adults not allowed in some locations,Q104-CPA-0001,"16,858",39,3,33,72
,M,Completely Locked,05/21/2020 11:07:30 AM,M120B,,,M120B,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"S/s W. Houston St., Ave. of Americas",Playground of the Americas,POINT (-74.00273182209905 40.72799147943754),Adults not allowed in some locations,M120B-CPA-0001,"12,075",57,4,10,1
,B,Completely Locked,05/21/2020 11:06:24 AM,B255H,,,B255H,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,19 St. bet. 11 Ave. and Seeley St.,Thomas J. Cuite Park,POINT (-73.97874089051851 40.654349007841006),Adults Allowed,B255H-CPA-0001,"17,620",9,2,27,45
,X,Not Lockable,05/21/2020 11:09:43 AM,X055,,,X055,,COVID-19 Closure,,false,Not Applicable,"Manhattan College Pkwy, Dash Pl, Greysto",Brust Park,POINT (-73.90513359900662 40.889943181518575),Adults not allowed in some locations,X055-CPA-0001,"11,272",48,5,40,33
,B,Completely Locked,05/21/2020 01:15:38 PM,B018,,,B018-02,,COVID-19 Closure,,,,,Canarsie Playground,POINT (-73.89951738597661 40.62674944756477),,,"13,827",5,2,8,42
,Q,Partially Locked,05/21/2020 11:08:44 AM,Q303,,,Q303,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,34 Ave. bet. 77 St. and 78 St.,Travers Park,POINT (-73.88925236886888 40.754295682039576),Adults Allowed,Q303-CPA-0001,"14,783",65,3,5,73
,B,Completely Locked,05/21/2020 11:06:19 AM,B239,,,B239,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Ave. Z between Nostrand Ave. and E. 29 St.,Sheepshead Playground,POINT (-73.94004809063274 40.588950813890285),Adults Allowed,B239-CPA-0001,"13,826",32,2,15,36
,B,Completely Locked,05/21/2020 11:10:20 AM,B308,,,B308,,COVID-19 Closure,,,,Ave. Y between Coyle St. and Batchelder St.,Yak Playground,POINT (-73.93647236619319 40.592253322422835),,,"13,826",32,2,15,36
true,B,Completely Locked,05/21/2020 12:52:58 PM,B088,true,,B088-02,,COVID-19 Closure,,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,N/o Greene Ave,Herbert Von King Park,POINT (-73.94588462732864 40.68955149913746),Adults Allowed,B088-CPA-0001,"18,181",69,2,49,51
,X,Completely Locked,05/21/2020 11:10:05 AM,X204,,,X204,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Story Ave. bet. Taylor Ave. and Thieriot Ave.,Story Playground,POINT (-73.86268164098175 40.82299728387451),Adults Allowed,X204-CPA-0001,"11,611",58,5,31,26
,M,Completely Locked,05/21/2020 11:07:41 AM,M204,,,M204,,COVID-19 Closure,,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Madison Ave. bet. E. 130 St. and E. 131 St.,Moore Playground,POINT (-73.93842163821196 40.80951407264196),Adults not allowed in some locations,M204-CPA-0001,"13,095",7,4,36,16
,B,Completely Locked,05/21/2020 11:05:41 AM,B025,,,B025-01,,COVID-19 Closure,,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Sharon & Olive Sts, Morgan Ave",Carnegie Plgd,POINT (-73.93740729300777 40.715961714209335),Adults not allowed in some locations,B025-CPA-0001,"17,613",36,2,30,56
